County,County Code,Population
"Coke County, TX",48081,19642
"Coleman County, TX",48083,50558
"Collin County, TX",48085,5568480
"Collingsworth County, TX",48087,18125
"Colorado County, TX",48089,125809
"Comal County, TX",48091,795392
"Comanche County, TX",48093,81194
"Concho County, TX",48095,23446
"Cooke County, TX",48097,236192
"Coryell County, TX",48099,451664
"Cottle County, TX",48101,8471
"Crane County, TX",48103,29135
"Crockett County, TX",48105,22067
"Crosby County, TX",48107,35537
"Culberson County, TX",48109,13412
"Dallam County, TX",48111,42777
"Dallas County, TX",48113,15383258
"Dawson County, TX",48115,79245
"Deaf Smith County, TX",48117,113750
"Delta County, TX",48119,31555
"Denton County, TX",48121,4764228
"DeWitt County, TX",48123,123262
"Dickens County, TX",48125,13357
"Dimmit County, TX",48127,64486
"Donley County, TX",48129,20599
"Duval County, TX",48131,68474
"Eastland County, TX",48133,109599
"Ector County, TX",48135,939391
"Edwards County, TX",48137,11449
"Ellis County, TX",48139,1000480
"El Paso County, TX",48141,5015884
"Erath County, TX",48143,247001
"Falls County, TX",48145,103669
"Fannin County, TX",48147,204867
"Fayette County, TX",48149,150534
"Fisher County, TX",48151,23087
"Floyd County, TX",48153,35689
"Foard County, TX",48155,7377
"Fort Bend County, TX",48157,4347720
"Franklin County, TX",48159,64051
"Freestone County, TX",48161,118156
"Frio County, TX",48163,113761
"Gaines County, TX",48165,120414
"Galveston County, TX",48167,1945562
"Garza County, TX",48169,38715
"Gillespie County, TX",48171,156811
"Glasscock County, TX",48173,7907
"Goliad County, TX",48175,45208
"Gonzales County, TX",48177,123942
"Gray County, TX",48179,136321
"Grayson County, TX",48181,764720
"Gregg County, TX",48183,741155
"Grimes County, TX",48185,165656
"Guadalupe County, TX",48187,920300
"Hale County, TX",48189,207071
"Hall County, TX",48191,18761
"Hamilton County, TX",48193,49878
"Hansford County, TX",48195,33122
"Hardeman County, TX",48197,23606
"Hardin County, TX",48199,337571
"Harris County, TX",48201,27257778
"Harrison County, TX",48203,400889
"Hartley County, TX",48205,35439
"Haskell County, TX",48207,34621
"Hays County, TX",48209,1197376
"Hemphill County, TX",48211,24580
"Henderson County, TX",48213,480774
"Hidalgo County, TX",48215,5065816
"Hill County, TX",48217,211809
"Hockley County, TX",48219,139883
"Hood County, TX",48221,337916
"Hopkins County, TX",48223,217415
"Houston County, TX",48225,137381
"Howard County, TX",48227,219211
"Hudspeth County, TX",48229,23164
"Hunt County, TX",48231,547823
"Hutchinson County, TX",48233,129410
"Irion County, TX",48235,9335
"Jack County, TX",48237,53109
"Jackson County, TX",48239,88694
"Jasper County, TX",48241,213788
"Jeff Davis County, TX",48243,13345
"Jefferson County, TX",48245,1524880
"Jim Hogg County, TX",48247,31296
"Jim Wells County, TX",48249,247257
"Johnson County, TX",48251,974089
"Jones County, TX",48253,119574
"Karnes County, TX",48255,91053
"Kaufman County, TX",48257,704349
"Kendall County, TX",48259,249237
"Kenedy County, TX",48261,2482
"Kent County, TX",48263,4614
"Kerr County, TX",48265,307099
"Kimble County, TX",48267,26502
"King County, TX",48269,1691
"Kinney County, TX",48271,21763
"Kleberg County, TX",48273,190055
"Knox County, TX",48275,22654
"Lamar County, TX",48277,297495
"Lamb County, TX",48279,80377
"Lampasas County, TX",48281,123982
"La Salle County, TX",48283,45202
"Lavaca County, TX",48285,119119
"Lee County, TX",48287,101650
"Leon County, TX",48289,102501
"Liberty County, TX",48291,486363
"Limestone County, TX",48293,140684
"Lipscomb County, TX",48295,20827
"Live Oak County, TX",48297,72583
"Llano County, TX",48299,121968
"Loving County, TX",48301,692
"Lubbock County, TX",48303,1798525
"Lynn County, TX",48305,34665
"McCulloch County, TX",48307,48986
"McLennan County, TX",48309,1484393
"McMullen County, TX",48311,4720
"Madison County, TX",48313,84338
"Marion County, TX",48315,60683
"Martin County, TX",48317,33515
"Mason County, TX",48319,24844
"Matagorda County, TX",48321,220460
"Maverick County, TX",48323,345047
"Medina County, TX",48325,293980
"Menard County, TX",48327,12845
"Midland County, TX",48329,968567
"Milam County, TX",48331,147991
"Mills County, TX",48333,29426
"Mitchell County, TX",48335,52878
"Montague County, TX",48337,116730
"Montgomery County, TX",48339,3273705
"Moore County, TX",48341,132246
"Morris County, TX",48343,75492
"Motley County, TX",48345,7121
"Nacogdoches County, TX",48347,393392
"Navarro County, TX",48349,291345
"Newton County, TX",48351,83965
"Nolan County, TX",48353,89751
"Nueces County, TX",48355,2152879
"Ochiltree County, TX",48357,62637
"Oldham County, TX",48359,12562
"Orange County, TX",48361,504233
"Palo Pinto County, TX",48363,169378
"Panola County, TX",48365,141288
"Parker County, TX",48367,771899
"Parmer County, TX",48369,59104
"Pecos County, TX",48371,95070
"Polk County, TX",48373,285950
"Potter County, TX",48375,726028
"Presidio County, TX",48377,42115
"Rains County, TX",48379,68493
"Randall County, TX",48381,788177
"Reagan County, TX",48383,22207
"Real County, TX",48385,20324
"Red River County, TX",48387,73982
"Reeves County, TX",48389,88943
"Refugio County, TX",48391,43473
"Roberts County, TX",48393,5432
"Robertson County, TX",48395,100883
"Rockwall County, TX",48397,555338
"Runnels County, TX",48399,62224
"Rusk County, TX",48401,320630
"Sabine County, TX",48403,62432
"San Augustine County, TX",48405,50657
"San Jacinto County, TX",48407,166064
"San Patricio County, TX",48409,402172
"San Saba County, TX",48411,35492
"Schleicher County, TX",48413,18531
"Scurry County, TX",48415,103494
"Shackelford County, TX",48417,19964
"Shelby County, TX",48419,153219
"Sherman County, TX",48421,18463
"Smith County, TX",48423,1341096
"Somervell County, TX",48425,52727
"Starr County, TX",48427,381814
"Stephens County, TX",48429,56768
"Sterling County, TX",48431,7883
"Stonewall County, TX",48433,8421
"Sutton County, TX",48435,23285
"Swisher County, TX",48437,45320
"Tarrant County, TX",48439,11995677
"Taylor County, TX",48441,815776
"Terrell County, TX",48443,5112
"Terry County, TX",48445,76022
"Throckmorton County, TX",48447,9362
"Titus County, TX",48449,196239
"Tom Green County, TX",48451,704261
"Travis County, TX",48453,7123421
"Trinity County, TX",48455,86868
"Tyler County, TX",48457,128784
"Upshur County, TX",48459,244351
"Upton County, TX",48461,21484
"Uvalde County, TX",48463,162551
"Val Verde County, TX",48465,293879
"Van Zandt County, TX",48467,324494
"Victoria County, TX",48469,550077
"Walker County, TX",48471,425514
"Waller County, TX",48473,295237
"Ward County, TX",48475,69382
"Washington County, TX",48477,208557
"Webb County, TX",48479,1620786
"Wharton County, TX",48481,249192
"Wheeler County, TX",48483,33217
"Wichita County, TX",48485,792009
"Wilbarger County, TX",48487,77607
"Willacy County, TX",48489,130636
"Williamson County, TX",48491,3111760
"Wilson County, TX",48493,287348
"Winkler County, TX",48495,46619
"Wise County, TX",48497,384471
"Wood County, TX",48499,262184
"Yoakum County, TX",48501,50663
"Young County, TX",48503,109137
"Zapata County, TX",48505,85944
"Zavala County, TX",48507,72612
"Beaver County, UT",49001,38703
"Box Elder County, UT",49003,316577
"Cache County, UT",49005,730294
"Carbon County, UT",49007,123090
"Daggett County, UT",49009,6457
"Davis County, UT",49011,2029460
"Duchesne County, UT",49013,121877
"Emery County, UT",49015,62057
"Garfield County, UT",49017,30260
"Grand County, UT",49019,57322
"Iron County, UT",49021,296130
"Juab County, UT",49023,65243
"Kane County, UT",49025,44255
"Millard County, UT",49027,76476
"Morgan County, UT",49029,67201
"Piute County, UT",49031,8842
"Rich County, UT",49033,14066
"Salt Lake County, UT",49035,6688413
"San Juan County, UT",49037,93696
"Sanpete County, UT",49039,175559
"Sevier County, UT",49041,126731
"Summit County, UT",49043,240570
"Tooele County, UT",49045,387508
"Uintah County, UT",49047,217311
"Utah County, UT",49049,3509007
"Wasatch County, UT",49051,179186
"Washington County, UT",49053,952957
"Wayne County, UT",49055,16273
"Weber County, UT",49057,1478327
"Addison County, VT",50001,221543
"Bennington County, VT",50003,216837
"Caledonia County, VT",50005,183717
"Chittenden County, VT",50007,969903
"Essex County, VT",50009,37155
"Franklin County, VT",50011,293096
"Grand Isle County, VT",50013,41849
"Lamoille County, VT",50015,151354
"Orange County, VT",50017,173565
"Orleans County, VT",50019,161962
"Rutland County, VT",50021,357513
"Washington County, VT",50023,351863
"Windham County, VT",50025,259727
"Windsor County, VT",50027,333700
"Accomack County, VA",51001,197046
"Albemarle County, VA",51003,636490
"Alleghany County, VA",51005,93285
"Amelia County, VA",51007,77449
"Amherst County, VA",51009,191026
"Appomattox County, VA",51011,92945
"Arlington County, VA",51013,1383514
"Augusta County, VA",51015,447686
"Bath County, VA",51017,26714
"Bedford County, VA",51019,458813
"Bland County, VA",51021,39077
"Botetourt County, VA",51023,199149
"Brunswick County, VA",51025,99040
"Buchanan County, VA",51027,134392
"Buckingham County, VA",51029,102193
"Campbell County, VA",51031,330141
"Caroline County, VA",51033,180471
"Carroll County, VA",51035,178103
"Charles City County, VA",51036,42209
"Charlotte County, VA",51037,72917
"Chesterfield County, VA",51041,2027095
"Clarke County, VA",51043,86539
"Craig County, VA",51045,30939
"Culpeper County, VA",51047,300328
"Cumberland County, VA",51049,58659
"Dickenson County, VA",51051,90182
"Dinwiddie County, VA",51053,168496
"Essex County, VA",51057,66532
"Fairfax County, VA",51059,6848576
"Fauquier County, VA",51061,413446
"Floyd County, VA",51063,94038
"Fluvanna County, VA",51065,157810
"Franklin County, VA",51067,337666
"Frederick County, VA",51069,506155
"Giles County, VA",51071,100986
"Gloucester County, VA",51073,222973
"Goochland County, VA",51075,134412
"Grayson County, VA",51077,92669
"Greene County, VA",51079,115759
"Greensville County, VA",51081,70464
"Halifax County, VA",51083,209401
"Hanover County, VA",51085,624029
"Henrico County, VA",51087,1949350
"Henry County, VA",51089,310204
"Highland County, VA",51091,13315
"Isle of Wight County, VA",51093,218078
"James City County, VA",51095,442571
"King and Queen County, VA",51097,42667
"King George County, VA",51099,154708
"King William County, VA",51101,98533
"Lancaster County, VA",51103,65700
"Lee County, VA",51105,146356
"Loudoun County, VA",51107,2279233
"Louisa County, VA",51109,210769
"Lunenburg County, VA",51111,73886
"Madison County, VA",51113,79141
"Mathews County, VA",51115,52958
"Mecklenburg County, VA",51117,185927
"Middlesex County, VA",51119,64290
"Montgomery County, VA",51121,587250
"Nelson County, VA",51125,89072
"New Kent County, VA",51127,125140
"Northampton County, VA",51131,72121
"Northumberland County, VA",51133,73327
"Nottoway County, VA",51135,93474
"Orange County, VA",51137,213350
"Page County, VA",51139,142713
"Patrick County, VA",51141,107938
"Pittsylvania County, VA",51143,370897
"Powhatan County, VA",51145,170972
"Prince Edward County, VA",51147,137623
"Prince George County, VA",51149,226184
"Prince William County, VA",51153,2722639
"Pulaski County, VA",51155,205614
"Rappahannock County, VA",51157,44178
"Richmond County, VA",51159,53514
"Roanoke County, VA",51161,563552
"Rockbridge County, VA",51163,134791
"Rockingham County, VA",51165,475720
"Russell County, VA",51167,165344
"Scott County, VA",51169,132479
"Shenandoah County, VA",51171,258792
"Smyth County, VA",51173,186867
"Southampton County, VA",51175,107689
"Spotsylvania County, VA",51177,786292
"Stafford County, VA",51179,859753
"Surry County, VA",51181,39822
"Sussex County, VA",51183,69406
"Tazewell County, VA",51185,254554
"Warren County, VA",51187,235490
"Washington County, VA",51191,327230
"Westmoreland County, VA",51193,105920
"Wise County, VA",51195,236068
"Wythe County, VA",51197,174236
"York County, VA",51199,404009
"Alexandria city, VA",51510,929353
"Bedford city, VA",51515,5948
"Bristol city, VA",51520,101898
"Buena Vista city, VA",51530,38917
"Charlottesville city, VA",51540,279587
"Chesapeake city, VA",51550,1420342
"Clifton Forge city, VA",51560,Missing
"Colonial Heights city, VA",51570,106620
"Covington city, VA",51580,33787
"Danville city, VA",51590,251154
"Emporia city, VA",51595,32254
"Fairfax city, VA",51600,145304
"Falls Church city, VA",51610,84370
"Franklin city, VA",51620,50149
"Fredericksburg city, VA",51630,170401
"Galax city, VA",51640,40786
"Hampton city, VA",51650,814424
"Harrisonburg city, VA",51660,317737
"Hopewell city, VA",51670,134689
"Lexington city, VA",51678,43030
"Lynchburg city, VA",51680,480206
"Manassas city, VA",51683,250175
"Manassas Park city, VA",51685,96862
"Martinsville city, VA",51690,80600
"Newport News city, VA",51700,1087209
"Norfolk city, VA",51710,1471854
"Norton city, VA",51720,23755
"Petersburg city, VA",51730,192915
"Poquoson city, VA",51735,72471
"Portsmouth city, VA",51740,572866
"Radford city, VA",51750,105713
"Richmond city, VA",51760,1331241
"Roanoke city, VA",51770,597207
"Salem city, VA",51775,153268
"Staunton city, VA",51790,147117
"Suffolk city, VA",51800,531390
"Virginia Beach city, VA",51810,2705430
"Waynesboro city, VA",51820,130962
"Williamsburg city, VA",51830,90090
"Winchester city, VA",51840,165599
"Adams County, WA",53001,116003
"Asotin County, WA",53003,133855
"Benton County, WA",53005,1155015
"Chelan County, WA",53007,454106
"Clallam County, WA",53009,445294
"Clark County, WA",53011,2777838
"Columbia County, WA",53013,24005
"Cowlitz County, WA",53015,628518
"Douglas County, WA",53017,245988
"Ferry County, WA",53019,45752
"Franklin County, WA",53021,539886
"Garfield County, WA",53023,13394
"Grant County, WA",53025,564319
"Grays Harbor County, WA",53027,431244
"Island County, WA",53029,488924
"Jefferson County, WA",53031,184872
"King County, WA",53033,12813323
"Kitsap County, WA",53035,1569312
"Kittitas County, WA",53037,265991
"Klickitat County, WA",53039,127972
"Lewis County, WA",53041,460961
"Lincoln County, WA",53043,62541
"Mason County, WA",53045,373646
"Okanogan County, WA",53047,249427
"Pacific County, WA",53049,126818
"Pend Oreille County, WA",53051,79048
"Pierce County, WA",53053,5125000
"San Juan County, WA",53055,98324
"Skagit County, WA",53057,738554
"Skamania County, WA",53059,69224
"Snohomish County, WA",53061,4682151
"Spokane County, WA",53063,2974516
"Stevens County, WA",53065,265300
"Thurston County, WA",53067,1640004
"Wahkiakum County, WA",53069,24980
"Walla Walla County, WA",53071,361541
"Whatcom County, WA",53073,1290877
"Whitman County, WA",53075,289262
"Yakima County, WA",53077,1494836
"Barbour County, WV",54001,100103
"Berkeley County, WV",54003,676672
"Boone County, WV",54005,138426
"Braxton County, WV",54007,86177
"Brooke County, WV",54009,138240
"Cabell County, WV",54011,575255
"Calhoun County, WV",54013,44444
"Clay County, WV",54015,53350
"Doddridge County, WV",54017,50290
"Fayette County, WV",54019,266590
"Gilmer County, WV",54021,50088
"Grant County, WV",54023,70240
"Greenbrier County, WV",54025,211962
"Hampshire County, WV",54027,140400
"Hancock County, WV",54029,178350
"Hardy County, WV",54031,83076
"Harrison County, WV",54033,410212
"Jackson County, WV",54035,174375
"Jefferson County, WV",54037,336785
"Kanawha County, WV",54039,1119818
"Lewis County, WV",54041,97873
"Lincoln County, WV",54043,127191
"Logan County, WV",54045,205274
"McDowell County, WV",54047,116979
"Marion County, WV",54049,339568
"Marshall County, WV",54051,190621
"Mason County, WV",54053,161523
"Mercer County, WV",54055,364285
"Mineral County, WV",54057,164306
"Mingo County, WV",54059,149467
"Monongalia County, WV",54061,626045
"Monroe County, WV",54063,80623
"Morgan County, WV",54065,105580
"Nicholas County, WV",54067,152582
"Ohio County, WV",54069,256427
"Pendleton County, WV",54071,43115
"Pleasants County, WV",54073,45495
"Pocahontas County, WV",54075,51309
"Preston County, WV",54077,202863
"Putnam County, WV",54079,340683
"Raleigh County, WV",54081,460461
"Randolph County, WV",54083,174584
"Ritchie County, WV",54085,59436
"Roane County, WV",54087,85938
"Summers County, WV",54089,78844
"Taylor County, WV",54091,101605
"Tucker County, WV",54093,41657
"Tyler County, WV",54095,53581
"Upshur County, WV",54097,147692
"Wayne County, WV",54099,244158
"Webster County, WV",54101,51785
"Wetzel County, WV",54103,94355
"Wirt County, WV",54105,35056
"Wood County, WV",54107,514208
"Wyoming County, WV",54109,131527
"Adams County, WI",55001,121233
"Ashland County, WI",55003,94776
"Barron County, WI",55005,272521
"Bayfield County, WI",55007,90059
"Brown County, WI",55009,1555805
"Buffalo County, WI",55011,79128
"Burnett County, WI",55013,91777
"Calumet County, WI",55015,298649
"Chippewa County, WI",55017,381720
"Clark County, WI",55019,207428
"Columbia County, WI",55021,341544
"Crawford County, WI",55023,98006
"Dane County, WI",55025,3159919
"Dodge County, WI",55027,529121
"Door County, WI",55029,165896
"Douglas County, WI",55031,261187
"Dunn County, WI",55033,267452
"Eau Claire County, WI",55035,616277
"Florence County, WI",55037,26613
"Fond du Lac County, WI",55039,613288
"Forest County, WI",55041,54335
"Grant County, WI",55043,310915
"Green County, WI",55045,222194
"Green Lake County, WI",55047,113048
"Iowa County, WI",55049,142527
"Iron County, WI",55051,34670
"Jackson County, WI",55053,123419
"Jefferson County, WI",55055,508049
"Juneau County, WI",55057,158633
"Kenosha County, WI",55059,1010256
"Kewaunee County, WI",55061,122548
"La Crosse County, WI",55063,707562
"Lafayette County, WI",55065,100607
"Langlade County, WI",55067,115857
"Lincoln County, WI",55069,168586
"Manitowoc County, WI",55071,478405
"Marathon County, WI",55073,813827
"Marinette County, WI",55075,245027
"Marquette County, WI",55077,91110
"Menominee County, WI",55078,27218
"Milwaukee County, WI",55079,5721898
"Monroe County, WI",55081,273525
"Oconto County, WI",55083,224983
"Oneida County, WI",55085,213144
"Outagamie County, WI",55087,1103546
"Ozaukee County, WI",55089,528264
"Pepin County, WI",55091,43835
"Pierce County, WI",55093,248517
"Polk County, WI",55095,260883
"Portage County, WI",55097,423133
"Price County, WI",55099,81478
"Racine County, WI",55101,1173079
"Richland County, WI",55103,105243
"Rock County, WI",55105,970433
"Rusk County, WI",55107,85277
"St. Croix County, WI",55109,526628
"Sauk County, WI",55111,382362
"Sawyer County, WI",55113,98602
"Shawano County, WI",55115,247319
"Sheboygan County, WI",55117,692008
"Taylor County, WI",55119,122777
"Trempealeau County, WI",55121,177188
"Vernon County, WI",55123,183555
"Vilas County, WI",55125,129209
"Walworth County, WI",55127,619035
"Washburn County, WI",55129,94216
"Washington County, WI",55131,804754
"Waukesha County, WI",55133,2387566
"Waupaca County, WI",55135,310182
"Waushara County, WI",55137,145334
"Winnebago County, WI",55139,1019918
"Wood County, WI",55141,440290
"Albany County, WY",56001,228378
"Big Horn County, WY",56003,71738
"Campbell County, WY",56005,286901
"Carbon County, WY",56007,93053
"Converse County, WY",56009,84286
"Crook County, WY",56011,44200
"Fremont County, WY",56013,241592
"Goshen County, WY",56015,80653
"Hot Springs County, WY",56017,28334
"Johnson County, WY",56019,51208
"Laramie County, WY",56021,584758
"Lincoln County, WY",56023,113462
"Natrona County, WY",56025,484476
"Niobrara County, WY",56027,14811
"Park County, WY",56029,175689
"Platte County, WY",56031,52184
"Sheridan County, WY",56033,180508
"Sublette County, WY",56035,59378
"Sweetwater County, WY",56037,265623
"Teton County, WY",56039,137860
"Uinta County, WY",56041,124359
"Washakie County, WY",56043,49297
"Weston County, WY",56045,42723
